"","policy_number","claim_ultimate","claim_number"
"505","C1AE00461725",158413.712402123,"CR0067867322"
"506","C1AE00574793",130893.178920352,"CR0043406121"
"507","C1AE00738623",98748.7588757012,"CR0024236128"
"508","C1AE00130919",38455.0250121745,"CR0014129010"
"509","C1AE00322904",7060.64261120333,"CR0023597037"
"510","C1AE00021531",163723.242708338,"CR0029018683"
"511","C1AE00430518",48916.3678700438,"CR0039516338"
"512","C1AE00430518",13061.8274698052,"CR0023403758"
"513","C1AE00430518",569299.02817313,"CR0089132155"
"514","C1AE00430518",134193.140203008,"CR0037985848"
"515","C1AE00430518",230822.871235898,"CR0056549133"
"516","C1AE00430518",190444.131201919,"CR0062910533"
"517","C1AE00029904",16329.0254288107,"CR0015632128"
"518","C1AE00029904",54086.0667209465,"CR0000815858"
"519","C1AE00254995",19407.6508614996,"CR0079040004"
"520","C1AE00254995",141484.493966911,"CR0032699717"
"521","C1AE00431642",168535.496652056,"CR0096836653"
"522","C1AE00188178",31785.0093063864,"CR0017382328"
"523","C1AE00969288",441131.300308585,"CR0054713655"
"524","C1AE00158247",97358.5531056732,"CR0062461331"
"525","C1AE00158247",252743.971419814,"CR0009042652"
"526","C1AE00158247",266050.42015903,"CR0017308765"
"527","C1AE00158247",23551.7490258644,"CR0036784198"
"528","C1AE00158247",11780.1152017862,"CR0045350725"
"529","C1AE00158247",12378.4114430251,"CR0070058380"
"530","C1AE00399975",64873.7346654904,"CR0011618365"
"531","C1AE00095405",58040.7816356833,"CR0074130102"
"532","C1AE00973727",260061.192495682,"CR0061000603"
"533","C1AE00370772",25300.2717915493,"CR0062971647"
"534","C1AE00370772",90186.5537676157,"CR0077227227"
"535","C1AE00370772",19547.6428710235,"CR0053048634"
"536","C1AE00170933",91712.5456118593,"CR0068037004"
"537","C1AE00170933",53672.6754623579,"CR0032438724"
"538","C1AE00918323",124448.792167818,"CR0065013004"
"539","C1AE00918323",203776.796739882,"CR0085233001"
"540","C1AE00918323",4169.97978054042,"CR0017928836"
"541","C1AE00918323",342877.300848309,"CR0093558437"
"542","C1AE00438451",39714.4288656896,"CR0066140715"
"543","C1AE00284742",14610.1904217513,"CR0000711421"
"544","C1AE00063977",15745.030063421,"CR0078522105"
"545","C1AE00863879",34335.361286729,"CR0059627054"
"546","C1AE00015861",1030331.76474827,"CR0000936081"
"547","C1AE00185952",294430.37033456,"CR0037719916"
"548","C1AE00281896",80662.6679825263,"CR0091022008"
"549","C1AE00281896",179213.229171597,"CR0028874471"
"550","C1AE00340715",112073.568746196,"CR0032607679"
"551","C1AE00340715",31601.672398319,"CR0003526992"
"552","C1AE00340715",248924.073503265,"CR0064234478"
"553","C1AE00340715",72607.8129572538,"CR0050160825"
"554","C1AE00055811",9392.89841291221,"CR0092669771"
"555","C1AE00055811",66073.9793096834,"CR0026149637"
"556","C1AE00055811",79266.9954862556,"CR0087902005"
"557","C1AE00565601",145904.30533886,"CR0067427152"
"558","C1AE00465270",107386.430055145,"CR0029183973"
"559","C1AE00465270",88873.4468839785,"CR0056891828"
"560","C1AE00902567",72940.8200946657,"CR0095780733"
"561","C1AE00902567",178451.185263015,"CR0015275074"
"562","C1AE00902567",103388.457361397,"CR0066788993"
"563","C1AE00902567",7647.20563359839,"CR0038165217"
"564","C1AE00902567",227986.454398666,"CR0089960182"
"565","C1AE00667887",88571.3773237818,"CR0062929109"
"566","C1AE00657177",12748.6514882939,"CR0072685497"
"567","C1AE00657177",19488.8608970585,"CR0017452280"
"568","C1AE00022069",41588.2983760739,"CR0025126466"
"569","C1AE00654901",176150.26135616,"CR0090475079"
"570","C1AE00654901",232373.310988754,"CR0043667493"
"571","C1AE00654901",52261.0113815727,"CR0094603062"
"572","C1AE00668687",44081.2265469489,"CR0095789536"
"573","C1AE00148086",45468.1812324971,"CR0082068549"
"574","C1AE00149742",159094.150841653,"CR0033245127"
"575","C1AE00048955",105523.780602357,"CR0015556367"
"576","C1AE00067133",100229.18873256,"CR0073121395"
"577","C1AE00067133",255971.632511284,"CR0097312561"
"578","C1AE00067133",73734.9371407238,"CR0046943351"
"579","C1AE00067133",84932.5481896141,"CR0004329456"
"580","C1AE00067133",72420.2174587658,"CR0046499597"
"581","C1AE00067133",61509.7581069679,"CR0056299721"
"582","C1AE00067133",139454.362519114,"CR0081554943"
"583","C1AE00067133",96617.9293847454,"CR0053920225"
"584","C1AE00125878",18505.6987248191,"CR0064701529"
"585","C1AE00774024",31103.8681939477,"CR0096043570"
"586","C1AE00750561",34590.0905859489,"CR0016350455"
"587","C1AE00750561",158288.082808364,"CR0078881636"
"588","C1AE00750561",142548.353014979,"CR0006858574"
"589","C1AE00004133",12887.9672091978,"CR0042664100"
"590","C1AE00849097",56254.5778002401,"CR0033863854"
"591","C1AE00823948",13144.3834716564,"CR0090779637"
"592","C1AE00823948",391033.571508629,"CR0071188591"
"593","C1AE00224320",95315.0399469211,"CR0089870963"
"594","C1AE00224320",104355.030252976,"CR0012706195"
"595","C1AE00224320",5601.27515538039,"CR0002279654"
"596","C1AE00894030",69812.2199442565,"CR0057660066"
"597","C1AE00552582",68120.8369612845,"CR0092863981"
"598","C1AE00552582",17185.1473539397,"CR0037056610"
"599","C1AE00552582",320816.717980105,"CR0049414150"
"600","C1AE00552582",30325.2036490388,"CR0098020171"
"601","C1AE00121793",21581.1408558708,"CR0084577879"
"602","C1AE00121793",115081.613558573,"CR0049859480"
"603","C1AE00361489",23754.0255588792,"CR0018875960"
"604","C1AE00361489",93617.2281974221,"CR0074880622"
"605","C1AE00361489",42934.6496656755,"CR0054794500"
"606","C1AE00361489",38586.1543815378,"CR0074148525"
"607","C1AE00747622",41739.7270124913,"CR0092251338"
"608","C1AE00747622",61211.2548395204,"CR0081755842"
"609","C1AE00057857",19881.7370809288,"CR0002277515"
"610","C1AE00313541",45191.6012719382,"CR0063628487"
"611","C1AE00313541",119545.810826888,"CR0089386947"
"612","C1AE00658248",100132.478352838,"CR0080557109"
"613","C1AE00163644",159856.397727586,"CR0030699930"
"614","C1AE00163644",5516.04125681745,"CR0043181094"
"615","C1AE00022304",101819.172188701,"CR0013941502"
"616","C1AE00609179",69000.8992597982,"CR0015783148"
"617","C1AE00351079",26520.1093304443,"CR0051504524"
"618","C1AE00554795",28127.5240808517,"CR0038042689"
"619","C1AE00554795",934569.5811884,"CR0088064329"
"620","C1AE00554795",241953.406163918,"CR0009773758"
"621","C1AE00554795",106982.432520938,"CR0077454807"
"622","C1AE00510688",31936.6644040903,"CR0079952157"
"623","C1AE00226527",237716.098231644,"CR0050057856"
"624","C1AE00974037",138618.442785998,"CR0020098870"
"625","C1AE00974037",160214.393716952,"CR0091555359"
"626","C1AE00974037",60144.1748879433,"CR0015025268"
"627","C1AE00272650",38741.5198363538,"CR0076365858"
"628","C1AE00805823",78979.7504286234,"CR0062599710"
"629","C1AE00779416",88768.5388936235,"CR0083773682"
"630","C1AE00779416",67329.7344397619,"CR0028725428"
"631","C1AE00941727",11970.8805508589,"CR0071070596"
"632","C1AE00941727",34251.5540526706,"CR0012352420"
"633","C1AE00642732",267457.72736552,"CR0010367298"
"634","C1AE00642732",31406.0286712207,"CR0041255671"
"635","C1AE00642732",109242.713161694,"CR0082124310"
"636","C1AE00830684",22583.4502913597,"CR0094728762"
"637","C1AE00800147",169394.864253821,"CR0003811912"
"638","C1AE00802570",88923.3403427785,"CR0046670999"
"639","C1AE00802570",170248.291222928,"CR0044135883"
"640","C1AE00802570",47862.02334654,"CR0030171236"
"641","C1AE00626470",33458.1655309527,"CR0052997411"
"642","C1AE00552595",61193.0803452735,"CR0016627492"
"643","C1AE00552595",96378.8558287778,"CR0046584226"
"644","C1AE00552595",41788.3951127802,"CR0009069809"
"645","C1AE00552595",65041.4814204202,"CR0067342577"
"646","C1AE00552595",358101.876565134,"CR0007203389"
"647","C1AE00709609",181422.909450546,"CR0077991653"
"648","C1AE00709609",69106.4678336393,"CR0037329492"
"649","C1AE00709609",12997.5542166396,"CR0040063282"
"650","C1AE00709609",19233.8778148747,"CR0091115761"
"651","C1AE00245317",42110.242949397,"CR0054417848"
"652","C1AE00245317",11819.3143826875,"CR0002255453"
"653","C1AE00245317",146466.124587345,"CR0050945867"
"654","C1AE00245317",50543.5811860969,"CR0054171810"
"655","C1AE00550093",17704.9809926798,"CR0068887430"
"656","C1AE00550093",8520.26305088436,"CR0000599810"
"657","C1AE00703687",29908.835943525,"CR0006848017"
"658","C1AE00703687",340588.151126017,"CR0012220489"
"659","C1AE00810439",48956.5334011582,"CR0071800859"
"660","C1AE00810439",110414.016824821,"CR0012945750"
"661","C1AE00810439",178146.230856401,"CR0060145280"
"662","C1AE00810439",64181.8121431921,"CR0009594990"
"663","C1AE00459907",122689.873885043,"CR0001702360"
"664","C1AE00758459",102180.904473743,"CR0016675909"
"665","C1AE00496966",63102.0700222931,"CR0044206635"
"666","C1AE00499610",13076.2720862095,"CR0030735427"
"667","C1AE00112371",47322.621536673,"CR0062237530"
"668","C1AE00932819",17176.0318193798,"CR0012414286"
"669","C1AE00694383",80264.1782491877,"CR0076219871"
"670","C1AE00694383",78575.5547933922,"CR0095830785"
"671","C1AE00279641",32464.2182589639,"CR0069319726"
"672","C1AE00280611",30082.9391558474,"CR0055104844"
"673","C1AE00389392",21004.938111385,"CR0024633026"
"674","C1AE00797989",25527.8622693439,"CR0052417487"
"675","C1AE00503494",23406.9972554604,"CR0016379978"
"676","C1AE00013409",10763.9329993325,"CR0031495592"
"677","C1AE00548518",23294.3867471926,"CR0041962771"
"678","C1AE00548518",10252.8007010154,"CR0061196240"
"679","C1AE00496357",43625.2378816861,"CR0090664293"
"680","C1AE00154462",11890.5227092722,"CR0080424682"
"681","C1AE00158494",157740.758714051,"CR0062760194"
"682","C1AE00158494",42893.2663313566,"CR0052051689"
"683","C1AE00158494",74415.6477815381,"CR0014546430"
"684","C1AE00570830",36207.1091641027,"CR0067493411"
"685","C1AE00415185",93719.4976259601,"CR0006421562"
"686","C1AE00415185",185361.258683522,"CR0002374470"
"687","C1AE00846893",13568.4629473545,"CR0012864741"
"688","C1AE00664385",13644.1428347446,"CR0046736334"
"689","C1AE00826847",74428.7562812972,"CR0087171986"
"690","C1AE00065289",3167.6756934522,"CR0094529518"
"691","C1AE00867910",67957.2694550234,"CR0007560388"
"692","C1AE00984459",113940.221053265,"CR0044250388"
"693","C1AE00984459",36382.4943443859,"CR0083080491"
"694","C1AE00753224",31092.592531411,"CR0011892195"
"695","C1AE00278843",43961.9061180223,"CR0077103138"
"696","C1AE00278843",47765.0573459096,"CR0043864265"
"697","C1AE00278843",75147.8354943782,"CR0001453769"
"698","C1AE00278843",103567.419618825,"CR0060972795"
"699","C1AE00642382",57729.6741562589,"CR0056942110"
"700","C1AE00078164",30088.2674278567,"CR0006235777"
"701","C1AE00455932",24684.8560415515,"CR0073143247"
"702","C1AE00600082",91194.483502929,"CR0076899277"
"703","C1AE00680146",13965.4292233415,"CR0043470543"
"704","C1AE00134545",76435.5966465103,"CR0012707222"
"705","C1AE00053605",33450.2015659589,"CR0049111505"
"706","C1AE00546122",64937.0523914608,"CR0006443393"
"707","C1AE00012405",123645.597639766,"CR0052685814"
"708","C1AE00189819",5201.97248287126,"CR0067671526"
"709","C1AE00726377",33548.8179499969,"CR0021640671"
"710","C1AE00726377",13867.975193832,"CR0006702243"
"711","C1AE00726377",29735.3213981795,"CR0013761452"
"712","C1AE00972646",18827.1586233272,"CR0035925355"
"713","C1AE00744685",44522.6312319822,"CR0003792166"
"714","C1AE00744685",50777.7720324176,"CR0000147323"
"715","C1AE00456140",43164.5987563586,"CR0025027721"
"716","C1AE00606346",73037.4280188526,"CR0087069689"
"717","C1AE00574465",20030.9628714403,"CR0070017710"
"718","C1AE00864044",26558.2493349233,"CR0087252121"
"719","C1AE00937842",107847.939026544,"CR0099759576"
"720","C1AE00441631",66558.0615295267,"CR0009370067"
"721","C1AE00686863",103726.404758783,"CR0004856242"
"722","C1AE00160010",23912.5010013387,"CR0020635987"
"723","C1AE00274039",56418.1953470905,"CR0076719764"
"724","C1AE00611427",41200.1669582502,"CR0028803335"
"725","C1AE00611427",51214.991527952,"CR0021374653"
"726","C1AE00073281",40133.702453528,"CR0019891934"
"727","C1AE00531622",126147.353291765,"CR0031296900"
"728","C1AE00091079",15757.2352673033,"CR0072510799"
"729","C1AE00003433",71179.2126834401,"CR0068566785"
"730","C1AE00003433",40514.8969123685,"CR0049297462"
"731","C1AE00003433",59431.3401138918,"CR0091091777"
"732","C1AE00003433",151808.194296853,"CR0058051755"
"733","C1AE00612608",70990.3247766616,"CR0011404679"
"734","C1AE00612608",86250.5632322436,"CR0040685357"
"735","C1AE00413469",31909.6436701903,"CR0000657563"
"736","C1AE00310472",68929.0089858856,"CR0061686784"
"737","C1AE00807764",49149.5540054591,"CR0016175605"
"738","C1AE00977909",28850.9418104578,"CR0017091859"
"739","C1AE00977909",36965.1752620842,"CR0067730693"
"740","C1AE00977909",27908.9446119068,"CR0063370357"
"741","C1AE00943050",165022.775320423,"CR0056795293"
"742","C1AE00707285",42357.9986097492,"CR0025619226"
"743","C1AE00707285",44933.4047911602,"CR0071614489"
"744","C1AE00707285",19022.9772417614,"CR0044528656"
"745","C1AE00091942",88968.2387370412,"CR0030694976"
"746","C1AE00091942",17637.127707815,"CR0001612415"
"747","C1AE00222388",46542.1668546309,"CR0018957303"
"748","C1AE00230760",72428.792081248,"CR0057862494"
"749","C1AE00152334",48522.8024439182,"CR0068442118"
"750","C1AE00152334",39415.2845711969,"CR0095059146"
"751","C1AE00424703",199773.961790274,"CR0035773000"
"752","C1AE00476605",97791.4377233057,"CR0017631530"
"753","C1AE00476605",23927.3184283546,"CR0016701376"
"754","C1AE00891897",162648.416758807,"CR0036848846"
"755","C1AE00891897",20448.9119496652,"CR0063507879"
"756","C1AE00891897",81241.6088862571,"CR0007248074"
"757","C1AE00391055",49635.8086482374,"CR0061635536"
"758","C1AE00484887",346658.019981206,"CR0028622287"
"759","C1AE00484887",285519.439931534,"CR0000378225"
"760","C1AE00691270",69502.8630663118,"CR0017226778"
"761","C1AE00392678",124829.57397373,"CR0015736348"
"762","C1AE00300221",24520.6618103759,"CR0017073018"
"763","C1AE00391887",36672.0050396461,"CR0097264638"
"764","C1AE00391887",46532.4433761568,"CR0025768116"
"765","C1AE00391887",57904.0649821924,"CR0057962255"
"766","C1AE00391887",305554.8260316,"CR0075652568"
"767","C1AE00391887",73576.2092646056,"CR0027822821"
"768","C1AE00391887",8038.81343170193,"CR0002285509"
"769","C1AE00391887",46434.6709613609,"CR0094393670"
"770","C1AE00391887",35024.5055769709,"CR0003087141"
"771","C1AE00391887",100774.748688805,"CR0036106441"
"772","C1AE00601871",23981.7879607509,"CR0071840977"
"773","C1AE00514339",113946.433865349,"CR0003878589"
"774","C1AE00514339",77301.2065259505,"CR0033069754"
"775","C1AE00189727",5984.29608676869,"CR0063913847"
"776","C1AE00363410",130627.279102464,"CR0021405383"
"777","C1AE00363410",86452.7014482247,"CR0007423299"
"778","C1AE00349394",6517.30049830226,"CR0083526060"
"779","C1AE00424006",101032.357980073,"CR0004588674"
"780","C1AE00424006",118893.516349714,"CR0068845074"
"781","C1AE00424006",161109.506291795,"CR0091376600"
"782","C1AE00424006",396902.509568075,"CR0098825343"
"783","C1AE00424006",33605.6760334002,"CR0017850934"
"784","C1AE00590935",27730.9779793413,"CR0005313330"
"785","C1AE00590935",60262.43626865,"CR0069435299"
"786","C1AE00751831",30210.1209214978,"CR0097469655"
"787","C1AE00765255",39002.5112669415,"CR0058614885"
"788","C1AE00765255",139273.737701362,"CR0001312498"
"789","C1AE00765255",285448.677336783,"CR0091546887"
"790","C1AE00765255",29338.9628379585,"CR0003510512"
"791","C1AE00129233",25490.9973372874,"CR0099550897"
"792","C1AE00822672",13700.7588435338,"CR0075712925"
"793","C1AE00068963",80475.5044719691,"CR0013602518"
"794","C1AE00068963",17044.1620794679,"CR0043343393"
"795","C1AE00068963",98070.3494687329,"CR0011341933"
"796","C1AE00109164",156635.112851342,"CR0084983078"
"797","C1AE00109164",129899.863416237,"CR0088429386"
"798","C1AE00109164",99586.0844984584,"CR0033269533"
"799","C1AE00540817",54493.5122607604,"CR0003330323"
"800","C1AE00609967",84415.475368964,"CR0045298057"
"801","C1AE00886708",32912.4149117982,"CR0054701449"
"802","C1AE00886708",83659.2951155086,"CR0017131384"
"803","C1AE00790114",173809.970797198,"CR0056598556"
"804","C1AE00049962",19635.5021458041,"CR0044878445"
"805","C1AE00087038",266071.15893668,"CR0093940612"
"806","C1AE00087038",174332.889557479,"CR0070615252"
"807","C1AE00087038",262546.906455572,"CR0025510120"
"808","C1AE00087038",11512.9043513119,"CR0009956428"
"809","C1AE00087038",107401.271669404,"CR0099500577"
"810","C1AE00087038",63027.4620093443,"CR0085013426"
"811","C1AE00087038",334490.669082829,"CR0073110116"
"812","C1AE00087038",91493.8927142931,"CR0004178426"
"813","C1AE00285243",26162.3567265966,"CR0075791304"
"814","C1AE00285243",16236.2674562194,"CR0080320429"
"815","C1AE00285243",46826.0994678828,"CR0045793418"
"816","C1AE00050417",9448.55650531208,"CR0037030372"
"817","C1AE00841513",66839.134326045,"CR0020633245"
"818","C1AE00656522",52348.811580136,"CR0048403784"
"819","C1AE00656522",7844.82297222125,"CR0056456905"
"820","C1AE00656522",92271.3848834853,"CR0083024011"
"821","C1AE00987536",85691.6606555222,"CR0049968990"
"822","C1AE00908663",37212.8489738905,"CR0031431042"
"823","C1AE00908663",237480.885582454,"CR0024218381"
"824","C1AE00908663",64384.7681506401,"CR0020789585"
"825","C1AE00690673",8102.10316638991,"CR0046374475"
"826","C1AE00595168",33803.9626014156,"CR0071879605"
"827","C1AE00595168",55120.5473197642,"CR0044936055"
"828","C1AE00595168",42568.3262011828,"CR0039514646"
"829","C1AE00460096",46608.8533363045,"CR0092195938"
"830","C1AE00460096",8840.50916181619,"CR0011211485"
"831","C1AE00460096",66039.5156427711,"CR0075178153"
"832","C1AE00460096",135265.004852506,"CR0088266286"
"833","C1AE00460096",33620.5076154118,"CR0046865897"
"834","C1AE00553707",65664.9182219263,"CR0029051673"
"835","C1AE00553707",42459.889200054,"CR0071334576"
"836","C1AE00942648",42974.9067251935,"CR0039742610"
"837","C1AE00879276",12946.0517036686,"CR0027846866"
