"","policy_number","inception","expiration"
"777","C1AE00970114","201010","201110"
"778","C1AE00855522","201009","201109"
"779","C1AE00951279","201007","201107"
"780","C1AE00498674","201210","201310"
"781","C1AE00574013","201002","201102"
"782","C1AE00547938","201308","201408"
"783","C1AE00625068","201107","201207"
"784","C1AE00562586","201212","201312"
"785","C1AE00249501","201310","201410"
"786","C1AE00969330","201603","201703"
"787","C1AE00771784","201501","201601"
"788","C1AE00432820","200904","201004"
"789","C1AE00621681","201306","201406"
"790","C1AE00140416","200903","201003"
"791","C1AE00969423","201109","201209"
"792","C1AE00697818","201302","201402"
"793","C1AE00316354","201603","201703"
"794","C1AE00012739","201102","201202"
"795","C1AE00255190","200908","201008"
"796","C1AE00104272","200809","200909"
"797","C1AE00702418","200701","200801"
"798","C1AE00132798","201311","201411"
"799","C1AE00251859","201012","201112"
"800","C1AE00054252","201507","201607"
"801","C1AE00524663","201609","201709"
"802","C1AE00889649","201409","201509"
"803","C1AE00712765","201107","201207"
"804","C1AE00604284","201603","201703"
"805","C1AE00554339","200808","200908"
"806","C1AE00227342","201612","201712"
"807","C1AE00939980","201502","201602"
"808","C1AE00028113","200912","201012"
"809","C1AE00375783","201504","201604"
"810","C1AE00809202","201605","201705"
"811","C1AE00132832","201204","201304"
"812","C1AE00366101","201208","201308"
"813","C1AE00441286","201004","201104"
"814","C1AE00520940","201105","201205"
"815","C1AE00090158","201408","201508"
"816","C1AE00447959","201401","201501"
"817","C1AE00071008","201105","201205"
"818","C1AE00372380","201108","201208"
"819","C1AE00658844","201007","201107"
"820","C1AE00065083","201505","201605"
"821","C1AE00021839","201308","201408"
"822","C1AE00171179","201109","201209"
"823","C1AE00898110","201001","201101"
"824","C1AE00632789","201501","201601"
"825","C1AE00727115","201608","201708"
"826","C1AE00509932","201209","201309"
"827","C1AE00379974","200810","200910"
"828","C1AE00076505","201101","201201"
"829","C1AE00776464","200702","200802"
"830","C1AE00081003","201509","201609"
"831","C1AE00226338","201311","201411"
"832","C1AE00294390","201606","201706"
"833","C1AE00293247","201103","201203"
"834","C1AE00783284","201107","201207"
"835","C1AE00972463","201203","201303"
"836","C1AE00225853","201003","201103"
"837","C1AE00785604","201611","201711"
"838","C1AE00042079","201011","201111"
"839","C1AE00312678","201606","201706"
"840","C1AE00226398","201404","201504"
"841","C1AE00132824","201207","201307"
"842","C1AE00157908","201007","201107"
"843","C1AE00954963","201406","201506"
"844","C1AE00669433","201303","201403"
"845","C1AE00917667","201109","201209"
"846","C1AE00984253","200802","200902"
"847","C1AE00589449","201405","201505"
"848","C1AE00972794","200710","200810"
"849","C1AE00818753","201007","201107"
"850","C1AE00580481","201506","201606"
"851","C1AE00840831","201408","201508"
"852","C1AE00483743","201612","201712"
"853","C1AE00789637","201407","201507"
"854","C1AE00980389","200801","200901"
"855","C1AE00679220","201004","201104"
"856","C1AE00485764","201412","201512"
"857","C1AE00588184","200708","200808"
"858","C1AE00920920","201408","201508"
"859","C1AE00942375","201505","201605"
"860","C1AE00219669","201504","201604"
"861","C1AE00345646","201301","201401"
"862","C1AE00374636","201112","201212"
"863","C1AE00534707","201211","201311"
"864","C1AE00332225","200910","201010"
"865","C1AE00950609","201510","201610"
"866","C1AE00647069","201110","201210"
"867","C1AE00241011","201311","201411"
"868","C1AE00997526","201406","201506"
"869","C1AE00546566","201601","201701"
"870","C1AE00599928","201410","201510"
"871","C1AE00500855","200805","200905"
"872","C1AE00133466","201402","201502"
"873","C1AE00402626","201606","201706"
"874","C1AE00837374","201607","201707"
"875","C1AE00219853","201412","201512"
"876","C1AE00140072","201205","201305"
"877","C1AE00735023","201207","201307"
"878","C1AE00035973","201308","201408"
"879","C1AE00507260","201612","201712"
"880","C1AE00519372","200908","201008"
"881","C1AE00958738","201602","201702"
"882","C1AE00419986","200805","200905"
"883","C1AE00513724","201407","201507"
"884","C1AE00640487","200810","200910"
"885","C1AE00275802","201502","201602"
"886","C1AE00449750","201106","201206"
"887","C1AE00148703","201212","201312"
"888","C1AE00774328","201602","201702"
"889","C1AE00818880","201504","201604"
"890","C1AE00469026","201202","201302"
"891","C1AE00886218","201111","201211"
"892","C1AE00579961","201111","201211"
"893","C1AE00328038","201312","201412"
"894","C1AE00943069","201609","201709"
"895","C1AE00674183","201409","201509"
"896","C1AE00507687","201101","201201"
"897","C1AE00926861","201202","201302"
"898","C1AE00961104","201604","201704"
"899","C1AE00193770","201305","201405"
"900","C1AE00233504","201612","201712"
"901","C1AE00196031","201309","201409"
"902","C1AE00786584","201504","201604"
"903","C1AE00488258","201108","201208"
"904","C1AE00189328","201306","201406"
"905","C1AE00753037","201207","201307"
"906","C1AE00181304","201502","201602"
"907","C1AE00245988","201609","201709"
"908","C1AE00348274","201611","201711"
"909","C1AE00300839","201602","201702"
"910","C1AE00195619","201105","201205"
"911","C1AE00873454","201405","201505"
"912","C1AE00949025","201110","201210"
"913","C1AE00661661","201605","201705"
"914","C1AE00192475","200902","201002"
"915","C1AE00227705","201205","201305"
"916","C1AE00179601","200902","201002"
"917","C1AE00916111","201603","201703"
"918","C1AE00833505","201606","201706"
"919","C1AE00625035","201303","201403"
"920","C1AE00772503","201004","201104"
"921","C1AE00208176","201602","201702"
"922","C1AE00442116","201311","201411"
"923","C1AE00410263","201105","201205"
"924","C1AE00242265","201505","201605"
"925","C1AE00760709","201401","201501"
"926","C1AE00146958","201309","201409"
"927","C1AE00111269","201207","201307"
"928","C1AE00664935","201609","201709"
"929","C1AE00119095","200910","201010"
"930","C1AE00042894","200912","201012"
"931","C1AE00735443","201002","201102"
"932","C1AE00220593","200811","200911"
"933","C1AE00032509","201501","201601"
"934","C1AE00279405","201403","201503"
"935","C1AE00532060","201204","201304"
"936","C1AE00196735","200902","201002"
"937","C1AE00304569","201612","201712"
"938","C1AE00754416","201011","201111"
"939","C1AE00538620","201510","201610"
"940","C1AE00459728","201404","201504"
"941","C1AE00993079","201105","201205"
"942","C1AE00321639","201108","201208"
"943","C1AE00291673","200901","201001"
"944","C1AE00404048","201208","201308"
"945","C1AE00771824","201002","201102"
"946","C1AE00397625","200904","201004"
"947","C1AE00024702","201502","201602"
"948","C1AE00704110","200901","201001"
"949","C1AE00147622","201301","201401"
"950","C1AE00360101","201506","201606"
"951","C1AE00235786","201202","201302"
"952","C1AE00243276","200804","200904"
"953","C1AE00968113","201208","201308"
"954","C1AE00412612","201603","201703"
"955","C1AE00357516","201511","201611"
"956","C1AE00214935","201510","201610"
"957","C1AE00186171","201301","201401"
"958","C1AE00877018","201301","201401"
"959","C1AE00652960","201203","201303"
"960","C1AE00260132","201003","201103"
"961","C1AE00693412","201607","201707"
"962","C1AE00396148","201502","201602"
"963","C1AE00596213","201310","201410"
"964","C1AE00176231","201310","201410"
"965","C1AE00948587","201208","201308"
"966","C1AE00010501","201403","201503"
"967","C1AE00623758","201107","201207"
"968","C1AE00160488","201309","201409"
"969","C1AE00079268","201606","201706"
"970","C1AE00279916","201312","201412"
"971","C1AE00992174","201112","201212"
"972","C1AE00754190","201012","201112"
"973","C1AE00838065","201405","201505"
"974","C1AE00850838","200903","201003"
"975","C1AE00336256","201206","201306"
"976","C1AE00746580","201001","201101"
"977","C1AE00355148","201003","201103"
"978","C1AE00289856","201509","201609"
"979","C1AE00903327","201212","201312"
"980","C1AE00846653","200911","201011"
"981","C1AE00083915","201105","201205"
"982","C1AE00452635","201612","201712"
"983","C1AE00581462","201312","201412"
"984","C1AE00271620","200810","200910"
"985","C1AE00047508","201510","201610"
"986","C1AE00937983","201403","201503"
"987","C1AE00932238","200805","200905"
"988","C1AE00424763","201012","201112"
"989","C1AE00694763","200903","201003"
"990","C1AE00862702","201206","201306"
"991","C1AE00969943","201104","201204"
"992","C1AE00053889","201006","201106"
"993","C1AE00271496","201411","201511"
"994","C1AE00536647","201005","201105"
"995","C1AE00764345","201005","201105"
"996","C1AE00848748","201107","201207"
"997","C1AE00146477","201610","201710"
"998","C1AE00232548","201504","201604"
"999","C1AE00431872","201312","201412"
"1000","C1AE00336788","201411","201511"
"1001","C1AE00535563","201110","201210"
"1002","C1AE00911332","201210","201310"
"1003","C1AE00853197","201405","201505"
"1004","C1AE00943279","201602","201702"
"1005","C1AE00705643","201003","201103"
"1006","C1AE00522531","200805","200905"
"1007","C1AE00240672","201609","201709"
"1008","C1AE00140652","201007","201107"
"1009","C1AE00091890","201103","201203"
"1010","C1AE00917808","201209","201309"
"1011","C1AE00788181","201108","201208"
"1012","C1AE00131113","201412","201512"
"1013","C1AE00110022","201606","201706"
"1014","C1AE00535103","201202","201302"
"1015","C1AE00804120","201301","201401"
"1016","C1AE00951031","201308","201408"
"1017","C1AE00319108","201408","201508"
"1018","C1AE00000890","201404","201504"
"1019","C1AE00032348","201611","201711"
"1020","C1AE00535554","200809","200909"
"1021","C1AE00213914","201606","201706"
"1022","C1AE00687371","201301","201401"
"1023","C1AE00206126","201508","201608"
"1024","C1AE00113145","201204","201304"
"1025","C1AE00372972","201206","201306"
"1026","C1AE00461221","201010","201110"
"1027","C1AE00405258","201504","201604"
"1028","C1AE00019767","201201","201301"
"1029","C1AE00674374","201401","201501"
"1030","C1AE00515603","201507","201607"
"1031","C1AE00355053","201310","201410"
"1032","C1AE00676034","201207","201307"
"1033","C1AE00286340","201010","201110"
"1034","C1AE00806506","201612","201712"
"1035","C1AE00173084","201107","201207"
"1036","C1AE00633254","201306","201406"
"1037","C1AE00731603","201606","201706"
"1038","C1AE00215821","200706","200806"
"1039","C1AE00860158","201105","201205"
"1040","C1AE00968282","201004","201104"
"1041","C1AE00948136","201501","201601"
"1042","C1AE00452514","201509","201609"
"1043","C1AE00050547","200908","201008"
"1044","C1AE00140376","201410","201510"
"1045","C1AE00700917","201103","201203"
"1046","C1AE00594029","201504","201604"
"1047","C1AE00067929","201304","201404"
"1048","C1AE00487701","201305","201405"
"1049","C1AE00748329","201205","201305"
"1050","C1AE00513193","201605","201705"
"1051","C1AE00426899","201006","201106"
"1052","C1AE00076443","201412","201512"
"1053","C1AE00439486","201506","201606"
"1054","C1AE00504595","201105","201205"
"1055","C1AE00643560","201405","201505"
"1056","C1AE00087311","201209","201309"
"1057","C1AE00542041","201310","201410"
"1058","C1AE00138422","201012","201112"
"1059","C1AE00063444","200904","201004"
"1060","C1AE00526200","201507","201607"
"1061","C1AE00208797","201208","201308"
"1062","C1AE00386811","201511","201611"
"1063","C1AE00486907","201002","201102"
"1064","C1AE00764319","201612","201712"
"1065","C1AE00822068","201109","201209"
"1066","C1AE00531809","201606","201706"
"1067","C1AE00959146","201012","201112"
"1068","C1AE00488410","201202","201302"
"1069","C1AE00921156","201404","201504"
"1070","C1AE00905394","201108","201208"
"1071","C1AE00474260","201305","201405"
"1072","C1AE00920346","201210","201310"
"1073","C1AE00011643","201303","201403"
"1074","C1AE00675293","200903","201003"
"1075","C1AE00778321","201506","201606"
"1076","C1AE00529784","200806","200906"
"1077","C1AE00027188","201405","201505"
"1078","C1AE00896629","201210","201310"
"1079","C1AE00128212","201301","201401"
"1080","C1AE00310522","201306","201406"
"1081","C1AE00910584","201106","201206"
"1082","C1AE00464027","201610","201710"
"1083","C1AE00332074","201410","201510"
"1084","C1AE00381638","201401","201501"
"1085","C1AE00946809","201602","201702"
"1086","C1AE00762486","201010","201110"
"1087","C1AE00611063","201509","201609"
"1088","C1AE00293371","201608","201708"
"1089","C1AE00589286","201212","201312"
"1090","C1AE00210064","201205","201305"
"1091","C1AE00988318","200912","201012"
"1092","C1AE00835753","201509","201609"
"1093","C1AE00050624","201502","201602"
"1094","C1AE00175562","201612","201712"
"1095","C1AE00513261","201612","201712"
"1096","C1AE00200319","201302","201402"
"1097","C1AE00110203","201101","201201"
"1098","C1AE00794157","201612","201712"
"1099","C1AE00281148","201410","201510"
"1100","C1AE00689917","201303","201403"
"1101","C1AE00004421","201312","201412"
"1102","C1AE00025845","201605","201705"
"1103","C1AE00303001","201402","201502"
"1104","C1AE00027042","201509","201609"
"1105","C1AE00531517","201401","201501"
"1106","C1AE00916712","201001","201101"
"1107","C1AE00585724","201305","201405"
"1108","C1AE00547402","201401","201501"
"1109","C1AE00345210","201204","201304"
"1110","C1AE00969085","201506","201606"
"1111","C1AE00709789","201611","201711"
"1112","C1AE00771622","201611","201711"
"1113","C1AE00729011","200707","200807"
"1114","C1AE00767806","201403","201503"
"1115","C1AE00586181","201105","201205"
"1116","C1AE00939162","201206","201306"
"1117","C1AE00971414","201509","201609"
"1118","C1AE00510649","201104","201204"
"1119","C1AE00940493","201503","201603"
"1120","C1AE00364285","201105","201205"
"1121","C1AE00192173","201609","201709"
"1122","C1AE00948528","200710","200810"
"1123","C1AE00629627","201012","201112"
"1124","C1AE00563826","201302","201402"
